EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Density(in),nWeakComp(in),pWeakComp(in),2StepReach(in),ReachEffic(in),Broker(in),nBroker(in),EgoBetween(in),nEgoBetween(in),Size(out),Ties(out),Pairs(out),Density(out),nWeakComp(out),pWeakComp(out),2StepReach(out),ReachEffic(out),Broker(out),nBroker(out),EgoBetween(out),nEgoBetween(out),Size(un),Ties(un),Pairs(un),Density(un),nWeakComp(un),pWeakComp(un),2StepReach(un),ReachEffic(un),Broker(un),nBroker(un),EgoBetween(un),nEgoBetween(un),Outdeg,Indeg,nOutdeg,nIndeg,Degree,NrmDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,inCloseness,outCloseness,Betweenness,nBetweenness,InfoCent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount
3.400000095,0.680000007,0.536388874,0.085350327,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,20,1,20,6.119791508,66.1971817,8,0.400000006,0,0,5,4,20,20,1,20,6.119791508,66.1971817,8,0.400000006,0,0,5,0,0.006510417,0,5,0.650195062,0.001048716,0.14831081,5,590592,377298,0.130039006,0.203552634,0,0,0.142901286,70.77780151,1,0.092038751,0.00130039,3.5,0.699999988,0.322684079,0.064579181,0,12,30,1,0,1,0,1,1,17,0,3,1,1,3,1,1,1,19,0,0,1,1,10,1,1,19,23,2,0.13,4,21,1,19,2,1,1,0,2,0,5,1,0,0,0,6,6,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,5.598958492,97.72727203,0,0,0,0,1,0,0,0,1,100,5.598958492,97.72727203,0,0,0,0,1,0,0.001302083,0,1,0.130039006,0.002127192,0.300830334,1,590592,380449,0.130039006,0.201866746,0,0,0.129408643,66.75163269,1,0.086803161,0.00130039,1,1,1,1,0,22,68,4,0,1,0,9,3,26,0,1,3,3,3,3,3,8,17,0,0,5,3,38,8,3,18,54,23,0.06,11,41,4,32,2,3,3,0,2,0,3,2,2,1.333333333,1,9,5.333333333,3,5,3,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,4.036458492,100,0,0,0,0,1,0,0,0,1,100,4.036458492,100,0,0,0,0,1,0,0.001302083,0,1,0.130039006,0.000507868,0.071823426,1,590592,380371,0.130039006,0.201908141,0,0,0.129181981,66.61116028,1,0.086620495,0.00130039,1,1,1,1,0,3,21,1,0,1,0,2,1,3,1,0,1,2,0,3,2,2,8,0,0,1,2,3,2,2,8,16,3,0,5,11,1,6,0,1,1,0,2,0,1,1,2,1,0,2,1.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590592,590592,0.130039006,0.130039006,0,0,0.009384131,1,1,0.00130039,0.00130039,0,0,0,,0,3,19,1,0,1,0,1,1,3,0,0,1,1,8,1,1,1,5,0,1,1,1,2,1,1,5,8,1,1,3,6,1,4,0,1,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.526315789,0,0,3,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,5.598958492,100,0,0,0,0,1,0,0,0,1,100,5.598958492,100,0,0,0,0,1,0,0.001302083,0,1,0.130039006,0.002514994,0.35567385,1,590592,378763,0.130039006,0.202765316,0,0,0.129358172,72.61112213,1,0.094422787,0.00130039,1,1,1,1,0,9,66,2,0,1,0,2,2,9,0,0,2,1,40,1,1,2,4,0,0,2,1,5,2,1,4,13,4,3.08,13,8,2,5,0,1,2,0,4,0,0,1,1,1,1,3,3,3,2,2,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,5.598958492,100,0,0,0,0,1,0,0,0,1,100,5.598958492,100,0,0,0,0,1,0,0.001302083,0,1,0.130039006,0.002514994,0.35567385,1,590592,378763,0.130039006,0.202765316,0,0,0.129358172,72.61112976,1,0.094422795,0.00130039,1,1,1,1,0,3,60,1,0,1,0,1,1,3,0,0,1,1,39,1,1,1,4,0,0,1,1,1,1,1,4,7,1,5.57,14,5,1,3,0,1,1,0,4,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.983333333,0,0,1,0,1,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,5.598958492,100,0,0,0,0,1,0,0,0,1,100,5.598958492,100,0,0,0,0,1,0,0.001302083,0,1,0.130039006,0.002514994,0.35567385,1,590592,378763,0.130039006,0.202765316,0,0,0.129358172,72.61112976,1,0.094422795,0.00130039,1,1,1,1,0,3,61,1,0,1,0,1,1,3,0,0,1,1,40,1,1,1,4,0,0,1,1,1,1,1,4,7,1,5.71,14,5,1,3,0,1,1,0,4,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.983606557,0,0,1,0,1,0,0,0,0
2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,100,8.59375,89.1891861,1,0.5,0,0,2,0,2,0,2,100,8.59375,89.1891861,1,0.5,0,0,2,0,0.002604167,0,2,0.260078013,0.003022862,0.427497298,2,590592,378751,0.130039006,0.202771738,0,0,0.13839671,74.41112518,1,0.096763492,0.00130039,2,1,0.5,0,0,9,92,2,0,1,0,4,1,10,0,1,1,3,43,1,3,4,22,1,0,2,2,20,4,3,14,34,7,1.26,15,21,2,16,0,3,1,0,4,0,1,1,3,1,0,3,2.666666667,2,2,1.333333333,1,1,0.6,0,0,0,0,0,0,0.880434783,0,0,2,0,0,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590592,590592,0.130039006,0.130039006,0,0,0.009384131,1,1,0.00130039,0.00130039,0,0,0,,0,3,68,1,1,1,0,3,1,3,1,0,1,3,40,1,3,3,7,0,1,1,2,4,3,3,7,14,3,2.86,14,10,1,6,0,2,1,33,1,0,0,1,2,1,0,2,1.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.955882353,0,0,1,0,1,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,6.380208492,100,0,0,0,0,1,0,0,0,1,100,6.380208492,100,0,0,0,0,1,0,0.001302083,0,1,0.130039006,0.000616416,0.087174445,1,590592,379684,0.130039006,0.202273473,0,0,0.129429519,63.09012985,1,0.082041778,0.00130039,1,1,1,1,0,3,83,1,0,1,0,5,1,3,3,0,1,5,42,1,5,5,10,0,0,1,5,6,5,5,10,22,6,1.91,19,16,1,10,0,2,1,0,3,0,0,1,1,0.2,0,4,1.6,1,1,1,1,0,0,0,0,0,0,0,0,0.879518072,0,0,2,0,0,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590592,590592,0.130039006,0.130039006,0,0,0.009384131,1,1,0.00130039,0.00130039,0,0,0,,0,1,6,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,3,0,0,1,0,0,1,1,3,4,0,0,2,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.25,0,0,0,0,0,0,0.833333333,0,0,2,0,0,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590592,590592,0.130039006,0.130039006,0,0,0.009384131,1,1,0.00130039,0.00130039,0,0,0,,0,3,17,1,0,1,0,2,1,3,0,0,1,2,7,1,2,2,4,0,0,1,2,2,2,2,4,8,2,0.88,2,6,1,3,0,2,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.666666667,0,0,3,0,0,0,0,0,0
4.444444656,0.555555582,0.431571037,0.087915793,1,0,0,0,1,100,0.520833313,80,0,0,0,0,6,9,30,30,1,16.66666603,21.35416603,68.61924744,10.5,0.349999994,0,0,7,10,42,23.80952454,1,14.28571415,21.35416603,67.21311188,16,0.380952388,5,11.90476227,6,1,0.0078125,0.001302083,8,1.040312052,0.004051575,0.572979152,7,589824,380231,0.130208328,0.201982483,104.0909119,0.017670801,0.145461917,85.4980011,2,0.111180753,0.00260078,5.071428299,0.724489808,0.195213139,0.006116568,0,11,328,6,1,1,16,52,3,12,4,1,3,20,50,2,20,52,100,7,1,6,12,181,52,27,113,257,142,0.19,22,255,6,203,0,16,3,82,1,1,9,2,12,6.4,1,12,5.5,1,9,3,1,2,1.125,0,1,1,1,2,2,0.856707317,1,0,1,1,5,0,0,0,0
2.666666746,0.533333361,0.624035478,0.168911368,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.66666603,2,50,6.25,85.7142868,5,0.416666657,0,0,4,2,12,16.66666603,2,50,6.25,85.7142868,5,0.416666657,0,0,4,0,0.005208333,0,5,0.650195062,0.000886049,0.125306264,5,590592,379477,0.130039006,0.202383801,0,0,0.142630696,76.1392746,1,0.099010758,0.00130039,3,0.75,0.350803971,0.010845012,6,8,248,4,0,1,1,34,1,8,0,0,1,24,9,3,24,34,111,0,2,4,18,142,34,28,112,213,73,0.04,28,185,4,149,0,24,1,100,2,0,6,2,8,2.166666667,0,10,3.916666667,1,4,1.416666667,1,2,0.464285714,0,2,2,1,2,2,0.546184739,1,0,2,1,2,0,0,0,0
1,1,1,1,1,0,0,0,1,100,0.130208328,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.130208328,,0,0,0,0,0,1,0,0.001302083,1,0.130039006,4.53E-27,6.40E-25,0,589824,590592,0.130208328,0.130039006,0,0,0.017602045,1,2,0.00130039,0.00260078,1,1,1,1,0,3,88,2,0,1,0,12,1,3,0,0,1,10,32,1,10,12,16,0,1,2,10,11,12,10,16,39,11,0.82,17,27,2,16,0,10,1,9,2,1,0,2,4,2.3,1,2,1.7,1,1,1,1,3,0.230769231,0,0,0,0,0,0,0.863636364,0,0,2,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.130208328,,0,0,0,0,1,0,0,0,1,100,0.130208328,,0,0,0,0,1,0,0.001302083,0,1,0.130039006,4.53E-27,6.40E-25,1,590592,589824,0.130039006,0.130208328,0,0,0.017602045,2,1,0.00260078,0.00130039,1,1,1,1,5,8,331,8,0,2,0,59,2,10,0,1,2,23,76,2,23,54,76,0,4,9,18,134,54,44,81,208,97,0.37,50,178,8,124,0,23,3,86,3,0,1,2,6,3.565217391,0,9,3.260869565,1,8,2.304347826,1,3,0.961538462,0,1,1,1,1,1,0.586102719,1,0,2,1,2,0,0,0,0
1,1,1,1,1,0,0,0,1,100,5.989583492,97.87233734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,5.989583492,97.87233734,0,0,0,0,0,1,0,0.001302083,1,0.130039006,0.000470305,0.066511147,0,193398,590592,0.397108555,0.130039006,0,0,0.12938647,1,87.21596527,0.00130039,0.113414779,1,1,1,1,0,3,39,1,0,1,0,3,1,7,0,4,1,3,18,1,3,3,8,0,1,1,3,4,3,3,8,16,4,1.12,5,12,1,8,0,3,1,33,2,0,0,1,3,1.666666667,0,4,2.666666667,2,1,1,1,2,0.333333333,0,3,3,1,93,0,1,1,0,1,1,0,0,0,0,0
1,1,1,1,1,0,0,0,1,100,0.390625,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.390625,100,0,0,0,0,0,1,0,0.001302083,1,0.130039006,8.86E-06,0.001253163,0,589824,590592,0.130208328,0.130039006,0,0,0.120970368,1,2,0.00130039,0.00260078,1,1,1,1,0,4,46,4,0,1,0,8,2,4,0,0,2,5,10,1,5,8,12,0,1,4,5,10,8,5,12,29,10,0.34,7,22,4,14,0,5,2,0,2,0,0,1,4,2,1,2,1.6,1,4,1.6,1,2,0.857142857,0,1,1,1,15,0,1,1,0,1,1,0,0,0,0,0
2.333333254,0.777777791,0.611111104,0.052204546,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,16.66666603,2,66.66666412,1.953125,68.1818161,2.5,0.416666657,0,0,3,1,6,16.66666603,2,66.66666412,1.953125,68.1818161,2.5,0.416666657,0,0,3,0,0.00390625,0,3,0.390117049,0.00022348,0.031604812,3,590592,377511,0.130039006,0.203437775,0,0,0.13716045,59.77110672,1,0.077725753,0.00130039,2.333333254,0.777777791,0.380000025,0.003509146,0,11,26,1,0,1,0,1,1,11,0,0,1,1,0,1,1,1,16,0,0,1,1,9,1,1,16,22,4,0,4,20,1,18,0,1,1,0,2,0,5,1,0,0,0,9,9,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,100,9.114583015,97.22222137,1,0.5,0,0,2,0,2,0,2,100,9.114583015,97.22222137,1,0.5,0,0,2,0,0.002604167,0,2,0.260078013,0.00099856,0.141217738,2,590592,380364,0.130039006,0.201911852,0,0,0.138409078,67.71115875,1,0.088050924,0.00130039,2,1,0.5,0,0,33,107,5,0,1,0,5,5,42,1,4,5,1,46,1,1,5,16,0,0,5,1,26,5,1,16,42,18,1.1,19,34,5,28,5,0,5,0,1,0,3,1,4,4,4,8,8,8,9,9,9,1,1,1,0,0,0,0,0,0.943925234,0,0,1,0,2,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.130039006,4.53E-27,6.40E-25,1,590592,590592,0.130039006,0.130039006,0,0,0.009384131,1,1,0.00130039,0.00130039,0,0,0,,0,3,22,1,2,1,1,2,1,3,1,0,1,2,0,4,2,2,8,0,0,1,0,3,2,2,8,15,2,0,7,10,1,4,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590592,590592,0.130039006,0.130039006,0,0,0.009384131,1,1,0.00130039,0.00130039,0,0,0,,0,3,7,1,0,1,0,1,1,3,0,0,1,1,0,1,1,1,3,0,0,1,1,1,1,1,3,6,1,0,1,4,1,2,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,2,1,14,0,1,1,0,1,1,0,0,0,0,0
1,0.5,1.125,0,1,0,0,0,1,100,1.302083373,90.90908813,0,0,0,0,1,0,0,0,1,100,5.46875,100,0,0,0,0,2,1,2,50,1,50,5.859375,84.90566254,0.5,0.25,0,0,1,1,0.001302083,0.001302083,2,0.260078013,0.00104381,0.147617012,1,589057,380566,0.130377874,0.201804683,0,0,0.137859643,58.42226791,2.5,0.075971738,0.003250975,1,0.5,0.564546466,0.00370714,0,1,44,1,2,1,0,2,1,6,0,5,1,2,36,1,2,2,4,0,0,1,0,0,2,2,4,5,0,7.2,3,4,1,3,0,2,1,0,2,1,0,1,1,0.5,0,1,0.5,0,1,1,1,0,0,0,0,0,0,0,0,0.909090909,0,0,2,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.651041687,100,0,0,0,0,1,0,0,0,1,100,0.651041687,100,0,0,0,0,1,0,0.001302083,0,1,0.130039006,9.70E-06,0.001371567,1,590592,589824,0.130039006,0.130208328,0,0,0.122052066,2,1,0.00260078,0.00130039,1,1,1,1,0,6,74,3,0,1,0,9,2,6,0,0,2,6,23,1,6,9,16,0,1,3,6,23,9,6,18,41,17,0.56,11,35,3,27,0,6,2,16,1,0,0,2,3,1.166666667,0,9,3.666666667,1,3,1.5,1,2,0.875,0,1,1,1,1,1,0.756756757,1,0,2,1,1,0,0,0,0
