EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Density(in),nWeakComp(in),pWeakComp(in),2StepReach(in),ReachEffic(in),Broker(in),nBroker(in),EgoBetween(in),nEgoBetween(in),Size(out),Ties(out),Pairs(out),Density(out),nWeakComp(out),pWeakComp(out),2StepReach(out),ReachEffic(out),Broker(out),nBroker(out),EgoBetween(out),nEgoBetween(out),Size(un),Ties(un),Pairs(un),Density(un),nWeakComp(un),pWeakComp(un),2StepReach(un),ReachEffic(un),Broker(un),nBroker(un),EgoBetween(un),nEgoBetween(un),Outdeg,Indeg,nOutdeg,nIndeg,Degree,NrmDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,inCloseness,outCloseness,Betweenness,nBetweenness,InfoCent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0.001123596,0,1,0.112233445,0.002428773,0.343480408,1,792990,482839,0.112233445,0.184326455,0,0,0.118755177,82.25833893,1,0.092321366,0.001122335,1,1,1,1,0,3,61,1,0,1,0,1,1,3,0,0,1,1,40,1,1,1,4,0,0,1,1,1,1,1,4,7,1,5.71,14,5,1,3,0,1,1,0,4,0,0,1,0,0,0,1,1,1,1,1,1,1,0.25,0,0,0,0,0,0,0.983606557,0,0,1,0,1,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0.001123596,0,1,0.112233445,0.002428773,0.343480408,1,792990,482839,0.112233445,0.184326455,0,0,0.118755177,82.25833893,1,0.092321366,0.001122335,1,1,1,1,0,3,61,1,0,1,0,1,1,3,0,0,1,1,40,1,1,1,4,0,0,1,1,1,1,1,4,7,1,5.71,14,5,1,3,0,1,1,0,4,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.983606557,0,0,1,0,1,0,0,0,0
3.400000095,0.680000007,0.536388874,0.085350327,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,20,1,20,5.05618,68.1818161,8,0.400000006,0,0,5,4,20,20,1,20,5.05618,68.1818161,8,0.400000006,0,0,5,0,0.005617978,0,5,0.56116724,0.000729169,0.103120111,5,792990,481159,0.112233445,0.184970036,0,0,0.130024254,79.19046021,1,0.088878185,0.001122335,3.5,0.699999988,0.32466501,0.065206476,0,12,30,1,0,1,0,1,1,17,0,3,1,1,3,1,1,1,19,0,0,1,1,10,1,1,19,23,2,0.13,4,21,1,19,2,1,1,0,2,0,5,1,0,0,0,6,6,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,4.719100952,97.67441559,0,0,0,0,1,0,0,0,1,100,4.719100952,97.67441559,0,0,0,0,1,0,0.001123596,0,1,0.112233445,0.001882215,0.266185433,1,792990,489330,0.112233445,0.181881353,0,0,0.118777819,72.02500916,1,0.080836147,0.001122335,1,1,1,1,0,22,68,4,0,1,0,9,3,26,0,1,3,3,3,3,3,8,17,0,0,5,3,38,8,3,18,54,23,0.06,11,41,4,32,2,3,3,0,2,0,3,2,2,1.333333333,1,9,5.333333333,3,5,3,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,3.370786428,100,0,0,0,0,1,0,0,0,1,100,3.370786428,100,0,0,0,0,1,0,0.001123596,0,1,0.112233445,0.000363625,0.051424392,1,792990,484720,0.112233445,0.183611155,0,0,0.118572623,75.02379608,1,0.08420179,0.001122335,1,1,1,1,0,3,21,1,0,1,0,2,1,3,1,0,1,2,0,3,2,2,8,0,0,1,2,3,2,2,8,16,3,0,5,11,1,6,0,1,1,0,2,0,1,1,2,1,0,2,1.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792990,792990,0.112233445,0.112233445,0,0,0.009322081,1,1,0.001122335,0.001122335,0,0,0,,0,3,19,1,0,1,0,1,1,3,0,0,1,1,8,1,1,1,5,0,1,1,1,2,1,1,5,8,1,1,3,6,1,4,0,1,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.526315789,0,0,3,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0.001123596,0,1,0.112233445,0.002428773,0.343480408,1,792990,482839,0.112233445,0.184326455,0,0,0.118755177,82.25833893,1,0.092321366,0.001122335,1,1,1,1,0,9,66,2,0,1,0,2,2,9,0,0,2,1,40,1,1,2,4,0,0,2,1,5,2,1,4,13,4,3.08,13,8,2,5,0,1,2,0,4,0,0,1,1,1,1,3,3,3,2,2,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0.001123596,0,1,0.112233445,0.002428773,0.343480408,1,792990,482839,0.112233445,0.184326455,0,0,0.118755177,82.25833893,1,0.092321366,0.001122335,1,1,1,1,0,3,60,1,0,1,0,1,1,3,0,0,1,1,39,1,1,1,4,0,0,1,1,1,1,1,4,7,1,5.57,14,5,1,3,0,1,1,0,4,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.983333333,0,0,1,0,1,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0,0,1,100,4.831460476,100,0,0,0,0,1,0,0.001123596,0,1,0.112233445,0.002428773,0.343480408,1,792990,482839,0.112233445,0.184326455,0,0,0.118755177,82.25833893,1,0.092321366,0.001122335,1,1,1,1,0,3,61,1,0,1,0,1,1,3,0,0,1,1,40,1,1,1,4,0,0,1,1,1,1,1,4,7,1,5.71,14,5,1,3,0,1,1,0,4,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.983606557,0,0,1,0,1,0,0,0,0
2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,100,7.303370953,89.04109955,1,0.5,0,0,2,0,2,0,2,100,7.303370953,89.04109955,1,0.5,0,0,2,0,0.002247191,0,2,0.22446689,0.002792399,0.394904822,2,792990,482827,0.112233445,0.18433103,0,0,0.126322135,84.05833435,1,0.094341569,0.001122335,2,1,0.5,0,0,9,92,2,0,1,0,4,1,10,0,1,1,3,43,1,3,4,22,1,0,2,2,20,4,3,14,34,7,1.26,15,21,2,16,0,3,1,0,4,0,1,1,3,1,0,3,2.666666667,2,2,1.333333333,1,1,0.6,0,0,0,0,0,0,0.880434783,0,0,2,0,0,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792990,792990,0.112233445,0.112233445,0,0,0.009322081,1,1,0.001122335,0.001122335,0,0,0,,0,3,68,1,1,1,0,3,1,3,1,0,1,3,40,1,3,3,7,0,1,1,2,4,3,3,7,14,3,2.86,14,10,1,6,0,2,1,33,1,0,0,1,2,1,0,2,1.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.955882353,0,0,1,0,1,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,5.280899048,100,0,0,0,0,1,0,0,0,1,100,5.280899048,100,0,0,0,0,1,0,0.001123596,0,1,0.112233445,0.000508428,0.071902573,1,792990,483781,0.112233445,0.183967546,0,0,0.118803628,75.96232605,1,0.085255139,0.001122335,1,1,1,1,0,3,83,1,0,1,0,5,1,3,3,0,1,5,42,1,5,5,10,0,0,1,5,6,5,5,10,22,6,1.91,19,16,1,10,0,2,1,0,3,0,0,1,1,0.2,0,4,1.6,1,1,1,1,0,0,0,0,0,0,0,0,0.879518072,0,0,2,0,0,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792990,792990,0.112233445,0.112233445,0,0,0.009322081,1,1,0.001122335,0.001122335,0,0,0,,0,1,6,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,3,0,0,1,0,0,1,1,3,4,0,0,2,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.25,0,0,0,0,0,0,0.833333333,0,0,2,0,0,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792990,792990,0.112233445,0.112233445,0,0,0.009322081,1,1,0.001122335,0.001122335,0,0,0,,0,3,17,1,0,1,0,2,1,3,0,0,1,2,7,1,2,2,4,0,0,1,2,2,2,2,4,8,2,0.88,2,6,1,3,0,2,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.666666667,0,0,2,0,0,0,0,0,0
6.714285851,0.959183693,0.193877548,0.040465996,0,0,0,0,0,0,0,0,0,0,0,0,7,1,42,2.380952358,6,85.7142868,10.33707905,60.5263176,20.5,0.488095224,0,0,7,1,42,2.380952358,6,85.7142868,10.33707905,60.5263176,20.5,0.488095224,0,0,7,0,0.007865168,0,7,0.7856341,0.019469677,2.753427982,7,792990,487101,0.112233445,0.182713643,0,0,0.131911829,93.97497559,1,0.10547135,0.001122335,6.785714149,0.96938777,0.146740764,0.000716788,0,30,211,19,0,1,6,43,7,37,0,2,7,4,32,1,4,26,50,1,7,30,3,92,26,4,54,147,55,0.22,32,109,19,79,4,4,11,55,3,0,21,2,15,7.5,1,41,13.75,1,820,207,1,8,5,0,2,2,1,213,2,1,1,0,1,1,0,0,0,0,0
2,1,0.5,0,1,0,0,0,1,100,0.786516845,100,0,0,0,0,1,0,0,0,1,100,0.112359554,,0,0,0,0,2,0,2,0,2,100,0.898876429,100,1,0.5,1,50,1,1,0.001123596,0.001123596,2,0.22446689,0.000764667,0.10814023,1,792100,792100,0.112359554,0.112359554,1,0.000126389,0.116967566,2,2,0.002244669,0.002244669,2,1,0.5,0,0,4,80,6,0,1,2,19,2,4,6,0,2,10,26,2,10,19,13,0,0,6,10,22,19,10,17,45,20,0.58,9,37,6,19,0,4,2,50,1,0,1,2,6,1.5,0,4,2.1,1,9,2.2,1,1,0.461538462,0,1,1,1,80,0,1,1,0,1,1,0,0,0,0,0
1,1,1,1,1,0,0,0,1,100,0.224719107,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.224719107,100,0,0,0,0,0,1,0,0.001123596,1,0.112233445,2.99E-05,0.004234423,0,791211,792990,0.112485796,0.112233445,0,0,0.105104834,1,2.5,0.001122335,0.002805836,1,1,1,1,0,1,35,1,4,1,0,4,1,1,0,0,1,4,20,1,4,4,8,0,0,1,0,0,4,4,8,9,0,2.22,6,8,1,7,0,4,1,0,0,1,0,0,2,1,0,1,1,1,1,1,1,0,0,0,1,1,1,35,0,1,1,0,1,1,0,0,0,0,0
4.722222328,0.590277791,0.437192887,0.157819062,1,0,0,0,1,100,0.449438214,80,0,0,0,0,6,5,30,16.66666603,1,16.66666603,23.93258476,68.48874664,12.5,0.416666657,0,0,7,6,42,14.28571415,1,14.28571415,23.93258476,67.40505981,18,0.428571433,5,11.90476227,6,1,0.006741573,0.001123596,8,0.89786756,0.00357965,0.506238997,7,792100,488692,0.112359554,0.182118803,178.0414124,0.022502422,0.132229194,109.2412643,2,0.122605234,0.002244669,5.714285851,0.816326499,0.183574989,0.010630445,0,11,328,6,1,1,16,52,3,12,4,1,3,20,50,2,20,52,100,7,1,6,12,181,52,27,113,257,142,0.19,22,255,6,203,0,16,3,82,1,1,9,2,12,6.4,1,12,5.5,1,9,3,1,2,1.125,0,1,1,1,2,2,0.856707317,1,0,1,1,4,0,0,0,0
2.666666746,0.533333361,0.624035478,0.168911368,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.66666603,2,50,5.505618095,87.5,5,0.416666657,0,0,4,2,12,16.66666603,2,50,5.505618095,87.5,5,0.416666657,0,0,4,0,0.004494382,0,5,0.56116724,0.000672897,0.095162079,5,792990,483471,0.112233445,0.184085503,0,0,0.12987949,94.13925171,1,0.105655722,0.001122335,3,0.75,0.349968135,0.010775631,6,8,248,4,0,1,1,34,1,8,0,0,1,24,9,3,24,34,111,0,2,4,18,142,34,28,112,213,73,0.04,28,185,4,149,0,24,1,100,2,0,6,2,8,2.166666667,0,10,3.916666667,1,4,1.416666667,1,2,0.464285714,0,2,2,1,2,2,0.550200803,1,0,2,1,3,0,0,0,0
1,1,1,1,1,0,0,0,1,100,0.112359554,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.112359554,,0,0,0,0,0,1,0,0.001123596,1,0.112233445,6.28E-30,8.88E-28,0,792100,792990,0.112359554,0.112233445,0,0,0.017384985,1,2,0.001122335,0.002244669,1,1,1,1,0,3,88,2,0,1,0,12,1,3,0,0,1,10,32,1,10,12,16,0,1,2,10,11,12,10,16,39,11,0.82,17,27,2,16,0,10,1,9,2,1,0,2,4,2.3,1,2,1.7,1,1,1,1,3,0.230769231,0,0,0,0,0,0,0.863636364,0,0,2,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.112359554,,0,0,0,0,1,0,0,0,1,100,0.112359554,,0,0,0,0,1,0,0.001123596,0,1,0.112233445,6.28E-30,8.88E-28,1,792990,792100,0.112233445,0.112359554,0,0,0.017384985,2,1,0.002244669,0.001122335,1,1,1,1,5,8,331,8,0,2,0,59,2,10,0,1,2,23,76,2,23,54,76,0,4,9,18,134,54,44,81,208,97,0.37,50,178,8,124,0,23,3,86,3,0,1,2,6,3.565217391,0,9,3.304347826,1,8,2.304347826,1,3,0.961538462,0,1,1,1,1,1,0.583081571,1,0,2,1,2,0,0,0,0
1,1,1,1,1,0,0,0,1,100,6.292134762,98.2456131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,6.292134762,98.2456131,0,0,0,0,0,1,0,0.001123596,1,0.112233445,0.000326893,0.046229683,0,250586,792990,0.355167478,0.112233445,0,0,0.118856378,1,111.2282486,0.001122335,0.124835297,1,1,1,1,0,3,54,1,0,1,0,3,1,7,0,4,1,3,33,1,3,3,8,0,1,1,3,4,3,3,8,16,4,2.06,5,12,1,8,0,3,1,33,2,0,0,1,3,1.666666667,0,4,2.666666667,2,1,1,1,2,0.333333333,0,3,3,1,93,0,1,1,0,1,1,0,0,0,0,0
1,1,1,1,1,0,0,0,1,100,0.337078661,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.337078661,100,0,0,0,0,0,1,0,0.001123596,1,0.112233445,3.17E-06,0.000448071,0,792100,792990,0.112359554,0.112233445,0,0,0.111135073,1,2,0.001122335,0.002244669,1,1,1,1,0,4,61,4,0,1,0,8,2,4,0,0,2,5,25,1,5,8,12,0,1,4,5,10,8,5,12,29,10,0.86,7,22,4,14,0,5,2,0,2,0,0,1,4,2,1,2,1.6,1,4,1.6,1,2,0.857142857,0,1,1,1,15,0,1,1,0,1,1,0,0,0,0,0
2.333333254,0.777777791,0.611111104,0.052204546,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,16.66666603,2,66.66666412,1.460674167,68.42105103,2.5,0.416666657,0,0,3,1,6,16.66666603,2,66.66666412,1.460674167,68.42105103,2.5,0.416666657,0,0,3,0,0.003370787,0,3,0.33670035,8.06E-05,0.011399329,3,792990,481492,0.112233445,0.18484211,0,0,0.124645524,65.39407349,1,0.073394023,0.001122335,2.333333254,0.777777791,0.390680313,0.0055128,0,11,26,1,0,1,0,1,1,11,0,0,1,1,0,1,1,1,16,0,0,1,1,9,1,1,16,22,4,0,4,20,1,18,0,1,1,0,2,0,5,1,0,0,0,9,9,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
